path	source_sha256	packaged_sha256	bytes	public_copy_transform
python/register_tcga_cnv_mutation_artifacts.py	d8bc92a04509e9b123cbd7726b5dc8e95f317d78ab6383b7f7ccc054af4348a0	d8bc92a04509e9b123cbd7726b5dc8e95f317d78ab6383b7f7ccc054af4348a0	3730	none
python/register_tcga_methylation_artifacts.py	b96a2c6456c0265f6edf5da34e4a6dcb3f85d4eb215dd30c1e3823a1f4078723	b96a2c6456c0265f6edf5da34e4a6dcb3f85d4eb215dd30c1e3823a1f4078723	4360	none
python/register_tcga_methylation_results.py	153e7b3b796b4aefd7c23768b539d49a3b8555c7233bdd4b2d0aa685f847adf8	153e7b3b796b4aefd7c23768b539d49a3b8555c7233bdd4b2d0aa685f847adf8	3869	none
python/register_tcga_multiomics_design_artifacts.py	77b8278e1ee981fdb5ce7481040725e487b3fd02c52482accb21c93bca3b5151	77b8278e1ee981fdb5ce7481040725e487b3fd02c52482accb21c93bca3b5151	2333	none
python/register_tcga_targeted_multiomics_results.py	4e9b66a34ff0b5f96f50f4f5db88b98ac5c3a1bbcb8a7b9dd34e25afe395b7d0	4e9b66a34ff0b5f96f50f4f5db88b98ac5c3a1bbcb8a7b9dd34e25afe395b7d0	2480	none
python/register_v6_revision_artifacts.py	74283063a47ddba847d8bee8556723905e4ad5847d245f85689a147c6493499d	74283063a47ddba847d8bee8556723905e4ad5847d245f85689a147c6493499d	4487	none
python/register_v7_artifacts.py	5e708fef10086964ab4d63ab8bc3c08087513df6f7aa1a1eb4f697ecca05e40d	5e708fef10086964ab4d63ab8bc3c08087513df6f7aa1a1eb4f697ecca05e40d	3553	none
python/select_tcga_cnv_mutation_files.py	8178b3061ba3f0552b127c0c7e0e0bc1ee6d37f22fedf4e5437f3b679db3de30	8178b3061ba3f0552b127c0c7e0e0bc1ee6d37f22fedf4e5437f3b679db3de30	2957	none
python/select_tcga_methylation_download.py	5ce5570799ad4ab3fbf678267075d97eac220ff4f4769984335466a5b1b5d8b0	5ce5570799ad4ab3fbf678267075d97eac220ff4f4769984335466a5b1b5d8b0	1655	none
python/summarize_acquisition.py	99197c4619d39f0ce545e585c2722b7d600263c8437af31c731df790a0076262	99197c4619d39f0ce545e585c2722b7d600263c8437af31c731df790a0076262	3177	none
python/summarize_clinical_metadata.py	501b9d299506680cd7f474bf1d9d660157ae2efa128ab88362cec118ecba8439	501b9d299506680cd7f474bf1d9d660157ae2efa128ab88362cec118ecba8439	1789	none
python/validate_single_cell_expression_inputs.py	a3f4a802f3e3d9cb47f3915628c7b5fe70c53d65edf0e9deb0bd12ec1493f43b	a3f4a802f3e3d9cb47f3915628c7b5fe70c53d65edf0e9deb0bd12ec1493f43b	5619	none
